"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO_REGULATION_OF_LIPID_STORAGE"	"GO_REGULATION_OF_LIPID_STORAGE"	"1/12"	"45/38039"	0.0141059807549964	0.0645028029069379	0.0387858226819996	"19"	1
"PID_HNF3B_PATHWAY"	"PID_HNF3B_PATHWAY"	"1/12"	"45/38039"	0.0141059807549964	0.0645028029069379	0.0387858226819996	"37"	1
"GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION"	"GO_REGULATION_OF_MEMBRANE_LIPID_DISTRIBUTION"	"1/12"	"46/38039"	0.0144173648743555	0.0655295289018147	0.0394031975957339	"19"	1
"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN"	"ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN"	"1/12"	"46/38039"	0.0144173648743555	0.0655295289018147	0.0394031975957339	"13"	1
"GO_ACUTE_PHASE_RESPONSE"	"GO_ACUTE_PHASE_RESPONSE"	"1/12"	"47/38039"	0.0147286588395998	0.0659511756348847	0.0396567356543341	"12"	1
"GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE"	"GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE"	"1/12"	"47/38039"	0.0147286588395998	0.0659511756348847	0.0396567356543341	"18"	1
"KOHOUTEK_CCNT1_TARGETS"	"KOHOUTEK_CCNT1_TARGETS"	"1/12"	"47/38039"	0.0147286588395998	0.0659511756348847	0.0396567356543341	"37"	1
"MCDOWELL_ACUTE_LUNG_INJURY_UP"	"MCDOWELL_ACUTE_LUNG_INJURY_UP"	"1/12"	"47/38039"	0.0147286588395998	0.0659511756348847	0.0396567356543341	"12"	1
"PID_IL6_7_PATHWAY"	"PID_IL6_7_PATHWAY"	"1/12"	"47/38039"	0.0147286588395998	0.0659511756348847	0.0396567356543341	"2"	1
"DAUER_STAT3_TARGETS_UP"	"DAUER_STAT3_TARGETS_UP"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"19"	1
"GERHOLD_ADIPOGENESIS_UP"	"GERHOLD_ADIPOGENESIS_UP"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"37"	1
"GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION"	"GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"18"	1
"GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS"	"GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"37"	1
"GO_RESPONSE_TO_NICOTINE"	"GO_RESPONSE_TO_NICOTINE"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"18"	1
"KRAS.50_UP.V1_UP"	"KRAS.50_UP.V1_UP"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"2"	1
"POMEROY_MEDULLOBLASTOMA_PROGNOSIS_UP"	"POMEROY_MEDULLOBLASTOMA_PROGNOSIS_UP"	"1/12"	"48/38039"	0.0150398626744577	0.0659742813248739	0.0396706292086368	"37"	1
"EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN"	"EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN"	"1/12"	"49/38039"	0.0153509764026539	0.066951722584395	0.0402583689914886	"18"	1
"GO_INTERLEUKIN_1_BETA_SECRETION"	"GO_INTERLEUKIN_1_BETA_SECRETION"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"19"	1
"GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT"	"GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"18"	1
"GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION"	"GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"19"	1
"GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS"	"GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"37"	1
"GO_RESPONSE_TO_COLD"	"GO_RESPONSE_TO_COLD"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"37"	1
"HENDRICKS_SMARCA4_TARGETS_DN"	"HENDRICKS_SMARCA4_TARGETS_DN"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"2"	1
"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES"	"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"37"	1
"TBK1.DN.48HRS_DN"	"TBK1.DN.48HRS_DN"	"1/12"	"50/38039"	0.0156620000479069	0.066951722584395	0.0402583689914886	"23"	1
"GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS"	"GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS"	"1/12"	"51/38039"	0.0159729336339298	0.0678962164890144	0.0408262973830912	"37"	1
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE"	"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE"	"1/12"	"51/38039"	0.0159729336339298	0.0678962164890144	0.0408262973830912	"18"	1
"BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP"	"BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP"	"1/12"	"52/38039"	0.0162837771844296	0.0684462946275886	0.0411570618178518	"10"	1
"GO_DOPAMINE_TRANSPORT"	"GO_DOPAMINE_TRANSPORT"	"1/12"	"52/38039"	0.0162837771844296	0.0684462946275886	0.0411570618178518	"18"	1
"GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS"	"GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS"	"1/12"	"52/38039"	0.0162837771844296	0.0684462946275886	0.0411570618178518	"13"	1
"GO_RESPONSE_TO_COCAINE"	"GO_RESPONSE_TO_COCAINE"	"1/12"	"52/38039"	0.0162837771844296	0.0684462946275886	0.0411570618178518	"18"	1
"BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN"	"BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN"	"1/12"	"53/38039"	0.0165945307231088	0.0693660577871777	0.0417101195023175	"37"	1
"GO_VITAMIN_B6_BINDING"	"GO_VITAMIN_B6_BINDING"	"1/12"	"53/38039"	0.0165945307231088	0.0693660577871777	0.0417101195023175	"18"	1
"GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE"	"GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE"	"1/12"	"54/38039"	0.0169051942736619	0.070082247689439	0.0421407676804411	"2"	1
"MORF_THRA"	"MORF_THRA"	"1/12"	"54/38039"	0.0169051942736619	0.070082247689439	0.0421407676804411	"19"	1
"WIERENGA_STAT5A_TARGETS_GROUP2"	"WIERENGA_STAT5A_TARGETS_GROUP2"	"1/12"	"54/38039"	0.0169051942736619	0.070082247689439	0.0421407676804411	"19"	1
"PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP"	"PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP"	"1/12"	"55/38039"	0.017215767859781	0.070979764208769	0.042680448361033	"12"	1
"YU_MYC_TARGETS_DN"	"YU_MYC_TARGETS_DN"	"1/12"	"55/38039"	0.017215767859781	0.070979764208769	0.042680448361033	"19"	1
"BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN"	"BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_DN"	"1/12"	"56/38039"	0.017526251505149	0.0714786851926211	0.0429804517708063	"19"	1
"GO_CHOLESTEROL_EFFLUX"	"GO_CHOLESTEROL_EFFLUX"	"1/12"	"56/38039"	0.017526251505149	0.0714786851926211	0.0429804517708063	"19"	1
"GO_NEGATIVE_REGULATION_OF_COAGULATION"	"GO_NEGATIVE_REGULATION_OF_COAGULATION"	"1/12"	"56/38039"	0.017526251505149	0.0714786851926211	0.0429804517708063	"18"	1
"GO_STEROL_BINDING"	"GO_STEROL_BINDING"	"1/12"	"56/38039"	0.017526251505149	0.0714786851926211	0.0429804517708063	"19"	1
"GO_ANION_HOMEOSTASIS"	"GO_ANION_HOMEOSTASIS"	"1/12"	"57/38039"	0.0178366452334471	0.0724437728680873	0.0435607632885433	"19"	1
"GO_INTERLEUKIN_1_SECRETION"	"GO_INTERLEUKIN_1_SECRETION"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"19"	1
"GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS"	"GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_CH_GROUP_OF_DONORS"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"37"	1
"GO_PLATELET_AGGREGATION"	"GO_PLATELET_AGGREGATION"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"18"	1
"GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS"	"GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"18"	1
"GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT"	"GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"18"	1
"KANNAN_TP53_TARGETS_UP"	"KANNAN_TP53_TARGETS_UP"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"21"	1
"LUCAS_HNF4A_TARGETS_UP"	"LUCAS_HNF4A_TARGETS_UP"	"1/12"	"58/38039"	0.0181469490683479	0.0724437728680873	0.0435607632885433	"37"	1
"GO_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION"	"GO_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION"	"1/12"	"59/38039"	0.0184571630335195	0.0727891790342573	0.0437684575546927	"19"	1
"MODULE_350"	"MODULE_350"	"1/12"	"59/38039"	0.0184571630335195	0.0727891790342573	0.0437684575546927	"21"	1
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP"	"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP"	"1/12"	"60/38039"	0.0187672871526241	0.0727891790342573	0.0437684575546927	"18"	1
"GO_LYTIC_VACUOLE_ORGANIZATION"	"GO_LYTIC_VACUOLE_ORGANIZATION"	"1/12"	"60/38039"	0.0187672871526241	0.0727891790342573	0.0437684575546927	"19"	1
"GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS"	"GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS"	"1/12"	"60/38039"	0.0187672871526241	0.0727891790342573	0.0437684575546927	"18"	1
"ISSAEVA_MLL2_TARGETS"	"ISSAEVA_MLL2_TARGETS"	"1/12"	"60/38039"	0.0187672871526241	0.0727891790342573	0.0437684575546927	"2"	1
"JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN"	"JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN"	"1/12"	"60/38039"	0.0187672871526241	0.0727891790342573	0.0437684575546927	"2"	1
"GO_GLYCEROLIPID_CATABOLIC_PROCESS"	"GO_GLYCEROLIPID_CATABOLIC_PROCESS"	"1/12"	"61/38039"	0.0190773214493188	0.0727891790342573	0.0437684575546927	"13"	1
"GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT"	"GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT"	"1/12"	"61/38039"	0.0190773214493188	0.0727891790342573	0.0437684575546927	"19"	1
"MODULE_164"	"MODULE_164"	"1/12"	"61/38039"	0.0190773214493188	0.0727891790342573	0.0437684575546927	"2"	1
"GO_CALCIUM_DEPENDENT_PROTEIN_BINDING"	"GO_CALCIUM_DEPENDENT_PROTEIN_BINDING"	"1/12"	"62/38039"	0.0193872659472545	0.0727891790342573	0.0437684575546927	"2"	1
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP"	"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP"	"1/12"	"62/38039"	0.0193872659472545	0.0727891790342573	0.0437684575546927	"19"	1
"NAKAMURA_ADIPOGENESIS_EARLY_UP"	"NAKAMURA_ADIPOGENESIS_EARLY_UP"	"1/12"	"62/38039"	0.0193872659472545	0.0727891790342573	0.0437684575546927	"19"	1
"GO_METAL_CLUSTER_BINDING"	"GO_METAL_CLUSTER_BINDING"	"1/12"	"63/38039"	0.0196971206700772	0.0727891790342573	0.0437684575546927	"18"	1
"LEE_LIVER_CANCER_MYC_DN"	"LEE_LIVER_CANCER_MYC_DN"	"1/12"	"63/38039"	0.0196971206700772	0.0727891790342573	0.0437684575546927	"12"	1
"ZHANG_GATA6_TARGETS_DN"	"ZHANG_GATA6_TARGETS_DN"	"1/12"	"63/38039"	0.0196971206700772	0.0727891790342573	0.0437684575546927	"21"	1
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM"	"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM"	"1/12"	"63/38039"	0.0196971206700772	0.0727891790342573	0.0437684575546927	"2"	1
"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP"	"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP"	"1/12"	"64/38039"	0.0200068856414264	0.0727891790342573	0.0437684575546927	"18"	1
"GO_CATECHOLAMINE_SECRETION"	"GO_CATECHOLAMINE_SECRETION"	"1/12"	"64/38039"	0.0200068856414264	0.0727891790342573	0.0437684575546927	"18"	1
"GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE"	"GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE"	"1/12"	"64/38039"	0.0200068856414264	0.0727891790342573	0.0437684575546927	"37"	1
"PID_ERA_GENOMIC_PATHWAY"	"PID_ERA_GENOMIC_PATHWAY"	"1/12"	"64/38039"	0.0200068856414264	0.0727891790342573	0.0437684575546927	"21"	1
"GO_ACIDIC_AMINO_ACID_TRANSPORT"	"GO_ACIDIC_AMINO_ACID_TRANSPORT"	"1/12"	"65/38039"	0.0203165608849372	0.0727891790342573	0.0437684575546927	"18"	1
"GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS"	"GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS"	"1/12"	"65/38039"	0.0203165608849372	0.0727891790342573	0.0437684575546927	"18"	1
"GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY"	"GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY"	"1/12"	"65/38039"	0.0203165608849372	0.0727891790342573	0.0437684575546927	"19"	1
"GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION"	"GO_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION"	"1/12"	"65/38039"	0.0203165608849372	0.0727891790342573	0.0437684575546927	"18"	1
"LEE_LIVER_CANCER_MYC_TGFA_DN"	"LEE_LIVER_CANCER_MYC_TGFA_DN"	"1/12"	"65/38039"	0.0203165608849372	0.0727891790342573	0.0437684575546927	"18"	1
"GO_LIPID_STORAGE"	"GO_LIPID_STORAGE"	"1/12"	"66/38039"	0.020626146424237	0.0727891790342573	0.0437684575546927	"19"	1
"LEE_LIVER_CANCER_CIPROFIBRATE_DN"	"LEE_LIVER_CANCER_CIPROFIBRATE_DN"	"1/12"	"66/38039"	0.020626146424237	0.0727891790342573	0.0437684575546927	"18"	1
"MORF_BUB1B"	"MORF_BUB1B"	"1/12"	"66/38039"	0.020626146424237	0.0727891790342573	0.0437684575546927	"23"	1
"HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_DN"	"HOFFMANN_LARGE_TO_SMALL_PRE_BII_LYMPHOCYTE_DN"	"1/12"	"67/38039"	0.0209356422829496	0.0727891790342573	0.0437684575546927	"19"	1
"ZHANG_RESPONSE_TO_CANTHARIDIN_DN"	"ZHANG_RESPONSE_TO_CANTHARIDIN_DN"	"1/12"	"67/38039"	0.0209356422829496	0.0727891790342573	0.0437684575546927	"21"	1
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0"	"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0"	"1/12"	"68/38039"	0.0212450484846937	0.0727891790342573	0.0437684575546927	"19"	1
"HUANG_DASATINIB_RESISTANCE_DN"	"HUANG_DASATINIB_RESISTANCE_DN"	"1/12"	"69/38039"	0.0215543650530795	0.0727891790342573	0.0437684575546927	"21"	1
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"1/12"	"69/38039"	0.0215543650530795	0.0727891790342573	0.0437684575546927	"2"	1
"LINDVALL_IMMORTALIZED_BY_TERT_UP"	"LINDVALL_IMMORTALIZED_BY_TERT_UP"	"1/12"	"69/38039"	0.0215543650530795	0.0727891790342573	0.0437684575546927	"2"	1
"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID"	"GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID"	"1/12"	"70/38039"	0.0218635920117146	0.0727891790342573	0.0437684575546927	"19"	1
"GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION"	"GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION"	"1/12"	"70/38039"	0.0218635920117146	0.0727891790342573	0.0437684575546927	"18"	1
"CHESLER_BRAIN_QTL_CIS"	"CHESLER_BRAIN_QTL_CIS"	"1/12"	"71/38039"	0.0221727293841987	0.0727891790342573	0.0437684575546927	"12"	1
"GO_SYNTAXIN_BINDING"	"GO_SYNTAXIN_BINDING"	"1/12"	"71/38039"	0.0221727293841987	0.0727891790342573	0.0437684575546927	"19"	1
"MAHAJAN_RESPONSE_TO_IL1A_DN"	"MAHAJAN_RESPONSE_TO_IL1A_DN"	"1/12"	"71/38039"	0.0221727293841987	0.0727891790342573	0.0437684575546927	"37"	1
"GO_FATTY_ACID_BETA_OXIDATION"	"GO_FATTY_ACID_BETA_OXIDATION"	"1/12"	"72/38039"	0.0224817771941278	0.0727891790342573	0.0437684575546927	"37"	1
"CAR_HPX"	"CAR_HPX"	"1/12"	"73/38039"	0.0227907354650915	0.0727891790342573	0.0437684575546927	"13"	1
"GO_RESPONSE_TO_ANESTHETIC"	"GO_RESPONSE_TO_ANESTHETIC"	"1/12"	"74/38039"	0.0230996042206735	0.0727891790342573	0.0437684575546927	"18"	1
"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	"1/12"	"74/38039"	0.0230996042206735	0.0727891790342573	0.0437684575546927	"20"	1
"ANDERSEN_LIVER_CANCER_KRT19_DN"	"ANDERSEN_LIVER_CANCER_KRT19_DN"	"1/12"	"75/38039"	0.0234083834844514	0.0727891790342573	0.0437684575546927	"12"	1
"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP"	"DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP"	"1/12"	"75/38039"	0.0234083834844514	0.0727891790342573	0.0437684575546927	"9"	1
"GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS"	"GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS"	"1/12"	"75/38039"	0.0234083834844514	0.0727891790342573	0.0437684575546927	"37"	1
"GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS"	"GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS"	"1/12"	"75/38039"	0.0234083834844514	0.0727891790342573	0.0437684575546927	"37"	1
"LEIN_OLIGODENDROCYTE_MARKERS"	"LEIN_OLIGODENDROCYTE_MARKERS"	"1/12"	"75/38039"	0.0234083834844514	0.0727891790342573	0.0437684575546927	"20"	1
"SEKI_INFLAMMATORY_RESPONSE_LPS_UP"	"SEKI_INFLAMMATORY_RESPONSE_LPS_UP"	"1/12"	"75/38039"	0.0234083834844514	0.0727891790342573	0.0437684575546927	"12"	1
"MCBRYAN_PUBERTAL_BREAST_6_7WK_DN"	"MCBRYAN_PUBERTAL_BREAST_6_7WK_DN"	"1/12"	"76/38039"	0.0237170732799998	0.0727891790342573	0.0437684575546927	"12"	1
"RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP"	"RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP"	"1/12"	"76/38039"	0.0237170732799998	0.0727891790342573	0.0437684575546927	"19"	1
"CORRE_MULTIPLE_MYELOMA_UP"	"CORRE_MULTIPLE_MYELOMA_UP"	"1/12"	"77/38039"	0.0240256736308843	0.0727891790342573	0.0437684575546927	"13"	1
"GO_HOMOTYPIC_CELL_CELL_ADHESION"	"GO_HOMOTYPIC_CELL_CELL_ADHESION"	"1/12"	"77/38039"	0.0240256736308843	0.0727891790342573	0.0437684575546927	"18"	1
"GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING"	"GO_FLAVIN_ADENINE_DINUCLEOTIDE_BINDING"	"1/12"	"78/38039"	0.0243341845606676	0.0727891790342573	0.0437684575546927	"37"	1
"LEE_AGING_CEREBELLUM_UP"	"LEE_AGING_CEREBELLUM_UP"	"1/12"	"78/38039"	0.0243341845606676	0.0727891790342573	0.0437684575546927	"37"	1
"GO_ATPASE_BINDING"	"GO_ATPASE_BINDING"	"1/12"	"80/38039"	0.0249509382511481	0.0727891790342573	0.0437684575546927	"19"	1
"GO_EXTRACELLULAR_MATRIX_DISASSEMBLY"	"GO_EXTRACELLULAR_MATRIX_DISASSEMBLY"	"1/12"	"80/38039"	0.0249509382511481	0.0727891790342573	0.0437684575546927	"2"	1
"GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS"	"GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS"	"1/12"	"80/38039"	0.0249509382511481	0.0727891790342573	0.0437684575546927	"18"	1
"MODULE_213"	"MODULE_213"	"1/12"	"80/38039"	0.0249509382511481	0.0727891790342573	0.0437684575546927	"21"	1
"GO_INTERLEUKIN_1_BETA_PRODUCTION"	"GO_INTERLEUKIN_1_BETA_PRODUCTION"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"19"	1
"GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION"	"GO_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"19"	1
"HILLION_HMGA1B_TARGETS"	"HILLION_HMGA1B_TARGETS"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"37"	1
"LXR_Q3"	"LXR_Q3"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"19"	1
"MODULE_159"	"MODULE_159"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"23"	1
"MODULE_76"	"MODULE_76"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"23"	1
"SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN"	"SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN"	"1/12"	"81/38039"	0.0252591810589403	0.0727891790342573	0.0437684575546927	"3"	1
"GO_REGULATION_OF_COAGULATION"	"GO_REGULATION_OF_COAGULATION"	"1/12"	"82/38039"	0.0255673345398215	0.0727891790342573	0.0437684575546927	"18"	1
"MODULE_274"	"MODULE_274"	"1/12"	"82/38039"	0.0255673345398215	0.0727891790342573	0.0437684575546927	"18"	1
"MODULE_40"	"MODULE_40"	"1/12"	"82/38039"	0.0255673345398215	0.0727891790342573	0.0437684575546927	"37"	1
"ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP"	"ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP"	"1/12"	"82/38039"	0.0255673345398215	0.0727891790342573	0.0437684575546927	"18"	1
"GGGNRMNNYCAT_UNKNOWN"	"GGGNRMNNYCAT_UNKNOWN"	"1/12"	"83/38039"	0.0258753987173257	0.0727891790342573	0.0437684575546927	"18"	1
"STEIN_ESR1_TARGETS"	"STEIN_ESR1_TARGETS"	"1/12"	"83/38039"	0.0258753987173257	0.0727891790342573	0.0437684575546927	"18"	1
"BROWNE_HCMV_INFECTION_16HR_DN"	"BROWNE_HCMV_INFECTION_16HR_DN"	"1/12"	"84/38039"	0.0261833736149801	0.0727891790342573	0.0437684575546927	"37"	1
"GO_ALCOHOL_BINDING"	"GO_ALCOHOL_BINDING"	"1/12"	"85/38039"	0.0264912592563091	0.0727891790342573	0.0437684575546927	"19"	1
"MORF_EIF4E"	"MORF_EIF4E"	"1/12"	"85/38039"	0.0264912592563091	0.0727891790342573	0.0437684575546927	"23"	1
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN"	"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN"	"1/12"	"85/38039"	0.0264912592563091	0.0727891790342573	0.0437684575546927	"18"	1
"SMID_BREAST_CANCER_LUMINAL_A_UP"	"SMID_BREAST_CANCER_LUMINAL_A_UP"	"1/12"	"85/38039"	0.0264912592563091	0.0727891790342573	0.0437684575546927	"9"	1
"GO_CARGO_RECEPTOR_ACTIVITY"	"GO_CARGO_RECEPTOR_ACTIVITY"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"19"	1
"GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS"	"GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"18"	1
"GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING"	"GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"23"	1
"LEIN_MEDULLA_MARKERS"	"LEIN_MEDULLA_MARKERS"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"12"	1
"MODULE_204"	"MODULE_204"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"12"	1
"MORI_MATURE_B_LYMPHOCYTE_UP"	"MORI_MATURE_B_LYMPHOCYTE_UP"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"19"	1
"SMITH_TERT_TARGETS_DN"	"SMITH_TERT_TARGETS_DN"	"1/12"	"86/38039"	0.0267990556648278	0.0727891790342573	0.0437684575546927	"2"	1
"HALLMARK_IL6_JAK_STAT3_SIGNALING"	"HALLMARK_IL6_JAK_STAT3_SIGNALING"	"1/12"	"87/38039"	0.0271067628640483	0.0727891790342573	0.0437684575546927	"2"	1
"RICKMAN_HEAD_AND_NECK_CANCER_E"	"RICKMAN_HEAD_AND_NECK_CANCER_E"	"1/12"	"87/38039"	0.0271067628640483	0.0727891790342573	0.0437684575546927	"13"	1
